timeStampHash,timeStamp,ostype,bankCode,ccBankCode
1.62842E+12,8/8/2021 10:16,2,XHG,
1.62842E+12,8/8/2021 10:45,2,AHG,
1.62842E+12,8/8/2021 10:45,2,AHG,
1.62842E+12,8/8/2021 10:48,2,AHG,
1.62842E+12,8/8/2021 10:48,2,AHG,
1.62842E+12,8/8/2021 10:48,2,AHG,
1.62842E+12,8/8/2021 10:49,2,AHG,
1.62842E+12,8/8/2021 10:51,2,AHG,
1.62842E+12,8/8/2021 10:52,2,AHG,
1.6284E+12,8/8/2021 4:01,2,AYG,
1.6284E+12,8/8/2021 4:01,2,AYG,
1.62843E+12,8/8/2021 14:30,1,AFWG,
1.62843E+12,8/8/2021 14:20,2,AYG,
1.62844E+12,8/8/2021 15:08,1,AHG,
1.62842E+12,8/8/2021 12:03,2,FHG,
1.62839E+12,8/8/2021 1:14,2,AFWG,
1.62839E+12,8/8/2021 1:15,2,XMG,
1.62839E+12,8/8/2021 1:15,2,AFWG,
1.62839E+12,8/8/2021 1:18,2,AFWG,
1.62839E+12,8/8/2021 1:18,2,THG,
1.62839E+12,8/8/2021 1:18,2,XMGAS,
1.6284E+12,8/8/2021 6:37,1,AHG,
1.62839E+12,8/8/2021 2:38,2,RG,
1.62841E+12,8/8/2021 9:02,2,IFG,
1.6284E+12,8/8/2021 5:00,1,AUG,
1.62842E+12,8/8/2021 12:09,2,XHG,
1.62839E+12,8/8/2021 3:55,1,AHG,
1.62839E+12,8/8/2021 3:56,1,AHG,
1.62843E+12,8/8/2021 14:57,2,AFWG,
1.62838E+12,8/8/2021 0:22,1,YHG,
1.6284E+12,8/8/2021 6:20,2,RG,
1.62843E+12,8/8/2021 13:41,1,HH,Visa
1.62843E+12,8/8/2021 14:26,1,GNIA,
1.62841E+12,8/8/2021 7:35,1,RG,
1.62839E+12,8/8/2021 2:58,1,XHG,
1.62839E+12,8/8/2021 3:00,1,IFG,
1.62844E+12,8/8/2021 15:29,1,GNIA,
1.62842E+12,8/8/2021 10:42,1,AHG,
1.62844E+12,8/8/2021 16:58,1,AHG,
1.6284E+12,8/8/2021 4:25,1,AHG,
1.62839E+12,8/8/2021 2:11,2,RG,
1.62838E+12,8/7/2021 22:48,2,GNIA,
1.62841E+12,8/8/2021 8:26,2,YHG,
1.6284E+12,8/8/2021 4:16,1,YHG,
1.6284E+12,8/8/2021 4:17,1,YHG,
1.62844E+12,8/8/2021 16:19,1,AYG,
1.62844E+12,8/8/2021 16:24,1,AYG,
1.62842E+12,8/8/2021 12:03,2,RG,
1.62842E+12,8/8/2021 12:03,2,GNIA,
1.62843E+12,8/8/2021 13:19,1,YHG,
1.62836E+12,8/7/2021 17:11,2,AHG,
1.62843E+12,8/8/2021 14:11,2,RG,
1.62839E+12,8/8/2021 2:53,1,GNIA,
1.62842E+12,8/8/2021 11:16,2,AHG,
1.62842E+12,8/8/2021 11:07,1,TOG,
1.62843E+12,8/8/2021 14:00,2,YHG,
1.62841E+12,8/8/2021 7:30,2,AHG,
1.62844E+12,8/8/2021 16:37,1,AHG,
1.6284E+12,8/8/2021 5:11,1,AHG,
1.62838E+12,8/8/2021 0:45,1,AHG,
1.6284E+12,8/8/2021 4:45,1,FHG,
1.62843E+12,8/8/2021 14:23,1,GNIA,
1.62839E+12,8/8/2021 3:32,2,XHG,
1.62842E+12,8/8/2021 11:26,2,AFWG,
1.6284E+12,8/8/2021 5:42,2,AHG,
1.62842E+12,8/8/2021 11:30,2,AHG,
1.62841E+12,8/8/2021 7:46,1,AHG,
1.62841E+12,8/8/2021 7:46,1,AHG,
1.62836E+12,8/7/2021 18:44,1,RG,
1.62838E+12,8/8/2021 0:34,2,AYG,
1.62839E+12,8/8/2021 3:18,1,YHG,
1.62836E+12,8/7/2021 17:34,2,GNIA,
1.62836E+12,8/7/2021 17:39,2,GNIA,
1.62836E+12,8/7/2021 17:41,2,GNIA,
1.62843E+12,8/8/2021 14:23,1,RG,
1.62843E+12,8/8/2021 13:28,2,THG,
1.62844E+12,8/8/2021 16:03,1,AHG,
1.6284E+12,8/8/2021 6:15,1,RG,
1.62841E+12,8/8/2021 8:42,1,AHG,
1.62843E+12,8/8/2021 12:55,1,GNIA,
1.62843E+12,8/8/2021 12:55,1,AFWG,
1.6284E+12,8/8/2021 6:04,2,AYG,
1.62836E+12,8/7/2021 17:02,1,AUG,
1.6284E+12,8/8/2021 5:59,1,AFWG,
1.62844E+12,8/8/2021 16:09,1,AHG,
1.62844E+12,8/8/2021 16:30,1,FHG,
1.62839E+12,8/8/2021 1:45,2,AHG,
1.62842E+12,8/8/2021 10:01,2,AHG,
1.62842E+12,8/8/2021 12:12,2,AYG,
1.62844E+12,8/8/2021 16:17,2,AYG,
1.62841E+12,8/8/2021 9:04,2,AFWG,
1.62839E+12,8/8/2021 3:39,1,GNIA,
1.62836E+12,8/7/2021 19:36,2,RG,
1.62836E+12,8/7/2021 18:01,1,HH,Mastercard
1.62841E+12,8/8/2021 7:25,2,AFWG,
1.62844E+12,8/8/2021 16:07,2,AHG,
1.62842E+12,8/8/2021 11:13,0,RG,
1.62837E+12,8/7/2021 20:31,2,RG,
1.62837E+12,8/7/2021 20:34,2,RG,
1.62837E+12,8/7/2021 20:34,2,AYG,
1.62837E+12,8/7/2021 20:34,2,GNIA,
1.62837E+12,8/7/2021 20:35,2,GNIA,
1.62841E+12,8/8/2021 6:43,2,XHG,
1.62841E+12,8/8/2021 6:46,2,AFWG,
1.62841E+12,8/8/2021 6:49,2,AFWG,
1.62841E+12,8/8/2021 8:19,2,GNIA,
1.62836E+12,8/7/2021 17:23,2,RG,
1.62843E+12,8/8/2021 13:40,1,GNIA,
1.62843E+12,8/8/2021 13:39,1,AHG,
1.62843E+12,8/8/2021 13:39,2,AYG,
1.62843E+12,8/8/2021 13:39,2,AYG,
1.62841E+12,8/8/2021 9:17,1,AHG,
1.6284E+12,8/8/2021 5:13,2,AFWG,
1.6284E+12,8/8/2021 5:11,1,RG,
1.62843E+12,8/8/2021 12:45,1,XHG,
1.62837E+12,8/7/2021 21:11,1,AYG,
1.6284E+12,8/8/2021 5:53,2,IFG,
1.6284E+12,8/8/2021 6:28,1,RG,
1.6284E+12,8/8/2021 5:03,1,RG,
1.62842E+12,8/8/2021 9:52,2,RG,
1.6284E+12,8/8/2021 5:40,1,AHG,
1.62839E+12,8/8/2021 2:37,2,GNIA,
1.62839E+12,8/8/2021 2:42,2,GNIA,
1.6284E+12,8/8/2021 4:23,2,XLHG,
1.62844E+12,8/8/2021 16:59,2,AFWG,
1.62842E+12,8/8/2021 11:59,1,AFWG,
1.62842E+12,8/8/2021 11:59,1,AFWG,
1.62842E+12,8/8/2021 9:49,1,AFWG,
1.62842E+12,8/8/2021 9:37,1,IFG,
1.62842E+12,8/8/2021 10:00,2,AFWG,
1.62838E+12,8/8/2021 1:04,2,AUG,
1.62838E+12,8/8/2021 1:06,2,HH,Mastercard
1.62843E+12,8/8/2021 13:42,1,AHG,
1.62843E+12,8/8/2021 13:31,1,GNIA,
1.62843E+12,8/8/2021 13:22,1,HH,Mastercard
1.62843E+12,8/8/2021 13:24,1,XLHG,
1.6284E+12,8/8/2021 4:59,2,AYG,
1.62844E+12,8/8/2021 15:44,2,AUG,
1.62842E+12,8/8/2021 9:56,1,AHG,
1.62844E+12,8/8/2021 15:19,2,GNIA,
1.62844E+12,8/8/2021 15:20,2,JNG,
1.62844E+12,8/8/2021 15:21,2,AHG,
1.62843E+12,8/8/2021 12:19,2,YHG,
1.62843E+12,8/8/2021 13:16,2,XMGAS,
1.6284E+12,8/8/2021 5:17,1,AYG,
1.62839E+12,8/8/2021 2:08,2,AHG,
1.62844E+12,8/8/2021 16:48,1,AHG,
1.62844E+12,8/8/2021 16:48,1,AFWG,
1.62836E+12,8/7/2021 18:02,2,XHG,
1.6284E+12,8/8/2021 5:24,1,YHG,
1.6284E+12,8/8/2021 5:25,1,YHG,
1.62843E+12,8/8/2021 15:01,2,AFWG,
1.62843E+12,8/8/2021 15:01,2,AFWG,
1.62843E+12,8/8/2021 12:31,1,AHG,
1.62843E+12,8/8/2021 12:39,2,AFWG,
1.6284E+12,8/8/2021 5:32,2,AFWG,
1.62838E+12,8/8/2021 0:12,2,RG,
1.62841E+12,8/8/2021 7:14,2,AHG,
1.62843E+12,8/8/2021 14:54,1,YHG,
1.62836E+12,8/7/2021 17:39,1,IFG,
1.62836E+12,8/7/2021 17:39,1,IFG,
1.62836E+12,8/7/2021 17:43,1,IFG,
1.62836E+12,8/7/2021 17:43,1,IFG,
1.62836E+12,8/7/2021 17:44,1,IFG,
1.62836E+12,8/7/2021 17:44,1,IFG,
1.62836E+12,8/7/2021 17:45,1,IFG,
1.62836E+12,8/7/2021 17:51,1,IFG,
1.62843E+12,8/8/2021 13:11,2,XLHG,
1.62841E+12,8/8/2021 9:08,2,FHG,
1.62841E+12,8/8/2021 7:47,1,XHG,
1.62836E+12,8/7/2021 17:40,2,AFWG,
1.62844E+12,8/8/2021 16:34,1,AHG,
1.62838E+12,8/8/2021 0:59,2,AYG,
1.62839E+12,8/8/2021 3:54,1,XHG,
1.62836E+12,8/7/2021 18:17,1,AHG,
1.62836E+12,8/7/2021 18:17,1,AYG,
1.62843E+12,8/8/2021 12:57,2,RG,
1.62842E+12,8/8/2021 10:33,1,YHG,
1.62839E+12,8/8/2021 2:29,2,XMGAS,
1.62839E+12,8/8/2021 2:30,2,XMGAS,
1.62839E+12,8/8/2021 2:30,2,XMGAS,
1.62839E+12,8/8/2021 2:30,2,XMGAS,
1.62842E+12,8/8/2021 10:46,2,XHG,
1.6284E+12,8/8/2021 5:52,1,GNIA,
1.62844E+12,8/8/2021 15:10,2,MIG,
1.62843E+12,8/8/2021 14:02,2,RG,
1.62842E+12,8/8/2021 11:03,2,AHG,
1.62836E+12,8/7/2021 17:00,2,AHG,
1.62836E+12,8/7/2021 17:00,2,AFWG,
1.62836E+12,8/7/2021 17:00,2,XHG,
1.62839E+12,8/8/2021 2:05,1,AHG,
1.62844E+12,8/8/2021 15:09,1,AFWG,
1.62844E+12,8/8/2021 15:10,1,AFWG,
1.62843E+12,8/8/2021 14:39,2,AHG,
1.6284E+12,8/8/2021 6:09,2,AHG,
1.62844E+12,8/8/2021 16:18,2,AHG,
1.62842E+12,8/8/2021 11:27,1,AHG,
1.62842E+12,8/8/2021 11:28,1,AHG,
1.62844E+12,8/8/2021 16:50,1,XHG,
1.62839E+12,8/8/2021 2:49,1,AFWG,
1.62836E+12,8/7/2021 17:29,1,RG,
1.62836E+12,8/7/2021 17:30,1,AYG,
1.62838E+12,8/8/2021 0:05,1,XHG,
1.62838E+12,8/8/2021 0:09,1,XHG,
1.6284E+12,8/8/2021 4:20,1,YHG,
1.6284E+12,8/8/2021 6:26,2,YHG,
1.62837E+12,8/7/2021 22:11,2,FHG,
1.62841E+12,8/8/2021 8:03,1,AHG,
1.62841E+12,8/8/2021 8:04,1,AHG,
1.62837E+12,8/7/2021 21:51,1,YHG,
1.62843E+12,8/8/2021 14:53,1,AHG,
1.62843E+12,8/8/2021 14:58,1,AHG,
1.6284E+12,8/8/2021 4:27,1,YHG,
1.62844E+12,8/8/2021 15:15,1,RXG,
1.62842E+12,8/8/2021 10:02,2,AHG,
1.62839E+12,8/8/2021 3:41,2,AHG,
1.62836E+12,8/7/2021 19:21,2,AHG,
1.62836E+12,8/7/2021 19:22,2,AHG,
1.6284E+12,8/8/2021 4:02,2,RG,
1.62842E+12,8/8/2021 11:59,2,AYG,
1.62841E+12,8/8/2021 9:16,2,AFWG,
1.62841E+12,8/8/2021 9:16,2,RG,
1.6284E+12,8/8/2021 5:57,2,AHG,
1.62839E+12,8/8/2021 2:44,2,AHG,
1.62839E+12,8/8/2021 1:26,2,XHG,
1.62841E+12,8/8/2021 8:03,1,AHG,
1.62842E+12,8/8/2021 11:29,1,AYG,
1.62844E+12,8/8/2021 16:05,2,AYG,
1.62842E+12,8/8/2021 9:47,1,AUG,
1.62843E+12,8/8/2021 14:21,2,AYG,
1.62843E+12,8/8/2021 14:42,2,AFWG,
1.62843E+12,8/8/2021 14:42,2,AHG,
1.62839E+12,8/8/2021 2:07,2,FGG,
1.62839E+12,8/8/2021 1:24,1,AHG,
1.62839E+12,8/8/2021 1:25,1,AHG,
1.62839E+12,8/8/2021 3:13,2,AHG,
1.62843E+12,8/8/2021 14:56,2,AYG,
1.62836E+12,8/7/2021 18:41,2,THG,
1.62836E+12,8/7/2021 18:41,2,AHG,
1.62836E+12,8/7/2021 18:41,2,THG,
1.6284E+12,8/8/2021 5:08,2,XHG,
1.62844E+12,8/8/2021 15:14,1,AHG,
1.62844E+12,8/8/2021 15:15,1,XJFG,
1.62841E+12,8/8/2021 8:15,2,GNIA,
1.62839E+12,8/8/2021 3:04,1,AFWG,
1.62839E+12,8/8/2021 3:12,1,AFWG,
1.62841E+12,8/8/2021 8:59,2,XHG,
1.62838E+12,8/8/2021 1:08,2,XHG,
1.62839E+12,8/8/2021 3:32,1,HH,Visa
1.62839E+12,8/8/2021 3:41,1,HH,Visa
1.62839E+12,8/8/2021 3:41,1,HH,Visa
1.62841E+12,8/8/2021 8:48,1,XHG,
1.62841E+12,8/8/2021 9:00,1,XHG,
1.6284E+12,8/8/2021 3:59,2,AFWG,
1.6284E+12,8/8/2021 4:42,2,AHG,
1.6284E+12,8/8/2021 5:43,2,RG,
1.6284E+12,8/8/2021 6:39,2,AYG,
1.6284E+12,8/8/2021 6:39,2,AYG,
1.6284E+12,8/8/2021 6:40,2,AYG,
1.62842E+12,8/8/2021 11:25,2,AHG,
1.62841E+12,8/8/2021 8:57,1,AHG,
1.6284E+12,8/8/2021 6:02,2,AYG,
1.6284E+12,8/8/2021 4:41,1,RG,
1.6284E+12,8/8/2021 6:06,1,GNIA,
1.62839E+12,8/8/2021 2:40,1,ANG,
1.62841E+12,8/8/2021 9:24,1,AFWG,
1.62842E+12,8/8/2021 9:38,1,FHG,
1.6284E+12,8/8/2021 6:38,2,AHG,
1.62838E+12,8/7/2021 23:10,2,AHG,
1.62839E+12,8/8/2021 3:26,2,XMG,
1.62842E+12,8/8/2021 11:38,2,AFWG,
1.62839E+12,8/8/2021 2:38,2,RG,
1.62839E+12,8/8/2021 2:39,2,THG,
1.62839E+12,8/8/2021 2:39,2,YUG,
1.62839E+12,8/8/2021 2:40,2,FHG,
1.62839E+12,8/8/2021 2:40,2,MIG,
1.62839E+12,8/8/2021 2:41,2,THG,
1.62839E+12,8/8/2021 2:41,2,THG,
1.6284E+12,8/8/2021 5:54,2,RG,
1.62836E+12,8/7/2021 17:13,2,AYG,
1.6284E+12,8/8/2021 5:02,1,XMGAS,
1.6284E+12,8/8/2021 5:03,1,GNIA,
1.6284E+12,8/8/2021 5:03,1,RG,
1.6284E+12,8/8/2021 5:04,1,RG,
1.62836E+12,8/7/2021 17:57,2,AHG,
1.62837E+12,8/7/2021 21:09,2,YUG,
1.62837E+12,8/7/2021 21:09,2,AYG,
1.62837E+12,8/7/2021 21:09,2,XHG,
1.62844E+12,8/8/2021 15:40,2,AHG,
1.62844E+12,8/8/2021 15:40,2,AHG,
1.62843E+12,8/8/2021 14:41,1,YHG,
1.62841E+12,8/8/2021 9:07,2,AHG,
1.62843E+12,8/8/2021 12:59,2,GNIA,
1.62844E+12,8/8/2021 16:01,2,AYG,
1.62839E+12,8/8/2021 2:38,2,GNIA,
1.62839E+12,8/8/2021 2:38,2,GNIA,
1.62843E+12,8/8/2021 12:26,1,YHG,
1.62843E+12,8/8/2021 15:01,2,XHG,
1.62843E+12,8/8/2021 15:01,2,XHG,
1.62836E+12,8/7/2021 18:30,2,XHG,
1.62839E+12,8/8/2021 3:28,2,XMG,
1.62836E+12,8/7/2021 19:09,2,YHG,
1.62836E+12,8/7/2021 19:10,2,MIG,
1.62836E+12,8/7/2021 19:11,2,RG,
1.62836E+12,8/7/2021 19:12,2,FHG,
1.62836E+12,8/7/2021 19:15,2,MIG,
1.62836E+12,8/7/2021 19:19,2,AYG,
1.62836E+12,8/7/2021 19:19,2,YHG,
1.62836E+12,8/7/2021 19:22,2,AYG,
1.62842E+12,8/8/2021 12:00,1,AYG,
1.6284E+12,8/8/2021 5:14,1,AHG,
1.6284E+12,8/8/2021 5:17,1,AHG,
1.62843E+12,8/8/2021 14:27,1,RG,
1.62843E+12,8/8/2021 14:28,1,RG,
1.62843E+12,8/8/2021 13:25,2,PQG,
1.62842E+12,8/8/2021 9:33,2,AFWG,
1.62838E+12,8/8/2021 0:14,1,GNIA,
1.62844E+12,8/8/2021 16:17,2,ULG,
1.62841E+12,8/8/2021 7:19,1,AYG,
1.62842E+12,8/8/2021 12:05,2,AFWG,
1.62842E+12,8/8/2021 12:06,2,AFWG,
1.62842E+12,8/8/2021 12:12,2,AFWG,
1.62844E+12,8/8/2021 16:28,1,YHG,
1.62836E+12,8/7/2021 18:25,1,AHG,
1.62836E+12,8/7/2021 18:27,1,AHG,
1.62844E+12,8/8/2021 16:03,2,AHG,
1.62843E+12,8/8/2021 14:11,1,AFWG,
1.62841E+12,8/8/2021 8:07,1,FHG,
1.62839E+12,8/8/2021 2:21,2,IFG,
1.62839E+12,8/8/2021 2:21,2,IFG,
1.62839E+12,8/8/2021 2:21,2,IFG,
1.62839E+12,8/8/2021 2:21,2,IFG,
1.62839E+12,8/8/2021 2:22,2,IFG,
1.62842E+12,8/8/2021 9:51,1,AUG,
1.62839E+12,8/8/2021 2:18,2,AFWG,
1.62843E+12,8/8/2021 14:56,2,GNIA,
1.6284E+12,8/8/2021 3:59,2,AFWG,
1.6284E+12,8/8/2021 5:30,1,YHG,
1.62841E+12,8/8/2021 8:18,1,YUG,
1.62843E+12,8/8/2021 14:41,1,XJFG,
1.62841E+12,8/8/2021 7:31,1,GNIA,
1.62841E+12,8/8/2021 8:12,2,YHG,
1.6284E+12,8/8/2021 4:32,1,AUG,
1.62838E+12,8/7/2021 23:01,2,IFG,
1.62839E+12,8/8/2021 2:48,1,AHG,
1.62843E+12,8/8/2021 12:31,1,AHG,
1.62842E+12,8/8/2021 11:20,2,AHG,
1.6284E+12,8/8/2021 5:52,1,AFWG,
1.62836E+12,8/7/2021 17:22,2,RG,
1.62841E+12,8/8/2021 7:37,2,AFWG,
1.62841E+12,8/8/2021 7:12,1,YHG,
1.62841E+12,8/8/2021 8:53,2,XHG,
1.62844E+12,8/8/2021 16:44,2,RG,
1.62839E+12,8/8/2021 3:40,2,AHG,
1.62842E+12,8/8/2021 12:07,1,AFWG,
1.62836E+12,8/7/2021 19:17,1,AHG,
1.62844E+12,8/8/2021 15:14,2,RG,
1.62839E+12,8/8/2021 3:54,1,XHG,
1.62839E+12,8/8/2021 3:54,1,SFG,
1.62843E+12,8/8/2021 13:58,2,AYG,
1.6284E+12,8/8/2021 4:12,1,AUG,
1.62842E+12,8/8/2021 9:49,1,AYG,
1.62842E+12,8/8/2021 9:50,1,AUG,
1.62837E+12,8/7/2021 21:35,1,RG,
1.6284E+12,8/8/2021 5:22,2,QUG,
1.62839E+12,8/8/2021 2:22,2,AFWG,
1.62841E+12,8/8/2021 7:41,2,RG,
1.62841E+12,8/8/2021 7:56,2,HH,Visa
1.62841E+12,8/8/2021 7:56,2,RG,
1.6284E+12,8/8/2021 6:23,2,HH,Visa
1.6284E+12,8/8/2021 6:23,2,AHG,
1.62839E+12,8/8/2021 2:32,2,YHG,
1.62841E+12,8/8/2021 7:02,1,XMGAS,
1.62843E+12,8/8/2021 14:39,1,AYG,
1.62838E+12,8/8/2021 0:41,2,AHG,
1.62842E+12,8/8/2021 9:51,2,AYG,
1.62842E+12,8/8/2021 9:51,2,AYG,
1.62842E+12,8/8/2021 9:51,2,AHG,
1.62842E+12,8/8/2021 9:53,2,AHG,
1.62842E+12,8/8/2021 11:43,2,AHG,
1.62843E+12,8/8/2021 13:04,1,GNIA,
1.62838E+12,8/8/2021 0:27,2,AHG,
1.62838E+12,8/8/2021 0:31,2,AHG,
1.62839E+12,8/8/2021 2:08,2,AYG,
1.62841E+12,8/8/2021 7:12,1,RG,
1.62844E+12,8/8/2021 16:55,1,AHG,
1.62843E+12,8/8/2021 12:31,2,RG,
1.62843E+12,8/8/2021 12:34,2,RG,
1.62838E+12,8/7/2021 23:22,2,GNIA,
1.62841E+12,8/8/2021 6:43,2,AFWG,
1.62842E+12,8/8/2021 11:11,2,XHG,
1.62844E+12,8/8/2021 15:27,2,AHG,
1.62843E+12,8/8/2021 13:28,2,AHG,
1.62841E+12,8/8/2021 8:02,1,ANG,
1.62843E+12,8/8/2021 12:45,2,AHG,
1.62841E+12,8/8/2021 8:02,1,AFWG,
1.6284E+12,8/8/2021 5:58,2,AHG,
1.62837E+12,8/7/2021 21:18,1,AYG,
1.62837E+12,8/7/2021 21:20,1,AYG,
1.62844E+12,8/8/2021 15:04,1,AHG,
1.62836E+12,8/7/2021 18:11,2,AUG,
1.62844E+12,8/8/2021 15:32,2,RG,
1.62844E+12,8/8/2021 15:33,2,RG,
1.62844E+12,8/8/2021 15:33,2,GNIA,
1.62844E+12,8/8/2021 15:33,2,RG,
1.62844E+12,8/8/2021 15:34,2,RG,
1.62838E+12,8/7/2021 22:51,2,AFWG,
1.62843E+12,8/8/2021 15:02,2,GNIA,
1.62844E+12,8/8/2021 16:13,1,AYG,
1.6284E+12,8/8/2021 6:41,2,AHG,
1.62839E+12,8/8/2021 3:32,1,AYG,
1.62836E+12,8/7/2021 19:21,2,AHG,
1.62838E+12,8/7/2021 23:18,1,YHG,
1.62843E+12,8/8/2021 14:40,1,XHG,
1.62842E+12,8/8/2021 10:15,2,AHG,
1.62843E+12,8/8/2021 12:34,2,AFWG,
1.62837E+12,8/7/2021 19:37,1,AHG,
1.6284E+12,8/8/2021 5:52,1,XHG,
1.6284E+12,8/8/2021 5:52,1,AYG,
1.62837E+12,8/7/2021 20:14,2,AUG,
1.6284E+12,8/8/2021 6:25,1,RXG,
1.62838E+12,8/8/2021 1:06,2,RG,
1.62838E+12,8/8/2021 1:07,2,AHG,
1.62842E+12,8/8/2021 10:36,2,XMG,
1.62839E+12,8/8/2021 3:33,2,FHG,
1.62841E+12,8/8/2021 8:04,2,XMGAS,
1.62842E+12,8/8/2021 10:15,2,AFWG,
1.62836E+12,8/7/2021 19:12,2,AHG,
1.62843E+12,8/8/2021 14:21,2,AFWG,
1.62837E+12,8/7/2021 19:48,2,AYG,
1.62841E+12,8/8/2021 7:57,1,YHG,
1.62841E+12,8/8/2021 7:21,2,AFWG,
1.62839E+12,8/8/2021 1:37,2,AHG,
1.62839E+12,8/8/2021 3:24,1,AYG,
1.62841E+12,8/8/2021 7:49,1,XJFG,
1.62843E+12,8/8/2021 12:56,2,AHG,
1.62843E+12,8/8/2021 12:57,2,XHG,
1.6284E+12,8/8/2021 5:37,1,RXG,
1.6284E+12,8/8/2021 5:37,1,RG,
1.62839E+12,8/8/2021 2:54,2,FHG,
1.62841E+12,8/8/2021 8:18,1,ANG,
1.62838E+12,8/7/2021 23:57,2,AFWG,
1.62843E+12,8/8/2021 13:29,2,RG,
1.6284E+12,8/8/2021 5:47,2,AHG,
1.62842E+12,8/8/2021 10:19,2,JNG,
1.62842E+12,8/8/2021 10:20,2,JNG,
1.62839E+12,8/8/2021 3:09,2,RG,
1.62839E+12,8/8/2021 3:11,2,RG,
1.62839E+12,8/8/2021 3:11,2,HH,JCB
1.62839E+12,8/8/2021 3:12,2,HH,Mastercard
1.62839E+12,8/8/2021 3:12,2,HH,Visa
1.62839E+12,8/8/2021 3:12,2,GNIA,
1.62836E+12,8/7/2021 17:11,2,AFWG,
1.6284E+12,8/8/2021 5:07,2,AUG,
1.62841E+12,8/8/2021 8:02,2,FHG,
1.62841E+12,8/8/2021 8:05,2,FHG,
1.62841E+12,8/8/2021 8:05,2,FHG,
1.62836E+12,8/7/2021 17:32,1,FHG,
1.62838E+12,8/8/2021 0:25,1,IFG,
1.62841E+12,8/8/2021 7:50,1,IFG,
1.62841E+12,8/8/2021 7:51,1,IFG,
1.62842E+12,8/8/2021 9:44,2,RG,
1.62842E+12,8/8/2021 9:45,2,RG,
1.62843E+12,8/8/2021 13:32,2,AFWG,
1.62843E+12,8/8/2021 14:27,2,HH,JCB
1.62843E+12,8/8/2021 14:27,2,HH,Mastercard
1.6284E+12,8/8/2021 5:34,1,AHG,
